n,TotalOps,Assignments,ArrayLookups,Comparisons,Arithmetic,MethodCalls,Returns
5375,1242549471,375647996,346730486,115616251,404554735,1,1
5376,1243011820,375787774,346859509,115659265,404705269,1,1
5377,1243474240,375927575,346988551,115702287,404855825,1,1
5378,1243936752,376067403,347117619,115745317,405006411,1,1
5379,1244399356,376207258,347246713,115788355,405157027,1,1
5380,1244862040,376347138,347375829,115831401,405307669,1,1
5381,1245324807,376487043,347504968,115874455,405458338,1,1
5382,1245787669,376626977,347634134,115917517,405609039,1,1
5383,1246250611,376766935,347763322,115960587,405759765,1,1
5384,1246713636,376906918,347892533,116003665,405910517,1,1
5385,1247176741,377046926,348021766,116046751,406061295,1,1
5386,1247639947,377186963,348151028,116089845,406212108,1,1
5387,1248103236,377327026,348280313,116132947,406362947,1,1
5388,1248566596,377467111,348409617,116176057,406513808,1,1
5389,1249030063,377607227,348538952,116219175,406664706,1,1
5390,1249493610,377747368,348668309,116262301,406815629,1,1
5391,1249957237,377887533,348797688,116305435,406966578,1,1
5392,1250420947,378027724,348927090,116348577,407117553,1,1
5393,1250884752,378167943,349056519,116391727,407268561,1,1
5394,1251348646,378308188,349185973,116434885,407419597,1,1
5395,1251812617,378448457,349315448,116478051,407570658,1,1
5396,1252276683,378588755,349444950,116521225,407721751,1,1
5397,1252740835,378729078,349574476,116564407,407872871,1,1
5398,1253205052,378869423,349704019,116607597,408024011,1,1
5399,1253669367,379009796,349833590,116650795,408175183,1,1
5400,1254133786,379150199,349963191,116694001,408326392,1,1
5401,1254598273,379290625,350092810,116737215,408477621,1,1
5402,1255062837,379431074,350222450,116780437,408628873,1,1
5403,1255527508,379571554,350352121,116823667,408780163,1,1
5404,1255992265,379712060,350481816,116866905,408931481,1,1
5405,1256457084,379852587,350611527,116910151,409082817,1,1
5406,1256921995,379993141,350741264,116953405,409234183,1,1
5407,1257387022,380133727,350871035,116996667,409385590,1,1
5408,1257852096,380274331,351000817,117039937,409537008,1,1
5409,1258317274,380414965,351130629,117083215,409688462,1,1
5410,1258782544,380555627,351260467,117126501,409839947,1,1
5411,1259247906,380696315,351390331,117169795,409991462,1,1
5412,1259713336,380837026,351520213,117213097,410142997,1,1
5413,1260178852,380977763,351650119,117256407,410294561,1,1
5414,1260644469,381118529,351780054,117299725,410446159,1,1
5415,1261110160,381259318,351910009,117343051,410597779,1,1
5416,1261575934,381400133,352039987,117386385,410749427,1,1
5417,1262041800,381540975,352169991,117429727,410901105,1,1
5418,1262507758,381681844,352300021,117473077,411052813,1,1
5419,1262973790,381822737,352430071,117516435,411204545,1,1
5420,1263439917,381963657,352560148,117559801,411356308,1,1
5421,1263906121,382104602,352690246,117603175,411508095,1,1
5422,1264372417,382245574,352820370,117646557,411659913,1,1
5423,1264838814,382386575,352950523,117689947,411811766,1,1
5424,1265305276,382527598,353080693,117733345,411963637,1,1
5425,1265771818,382668645,353210885,117776751,412115534,1,1
5426,1266238455,382809721,353341104,117820165,412267463,1,1
5427,1266705178,382950822,353471347,117863587,412419419,1,1
5428,1267172008,383091954,353601621,117907017,412571413,1,1
5429,1267638900,383233107,353731911,117950455,412723425,1,1
5430,1268105890,383374288,353862229,117993901,412875469,1,1
5431,1268572957,383515493,353992568,118037355,413027538,1,1
5432,1269040110,383656725,354122931,118080817,413179635,1,1
5433,1269507352,383797983,354253319,118124287,413331761,1,1
5434,1269974692,383939269,354383735,118167765,413483920,1,1
5435,1270442097,384080577,354514168,118211251,413636098,1,1
5436,1270909597,384221913,354644628,118254745,413788308,1,1
5437,1271377171,384363273,354775108,118298247,413940541,1,1
5438,1271844858,384504664,354905621,118341757,414092813,1,1
5439,1272312619,384646079,355036154,118385275,414245109,1,1
5440,1272780463,384787519,355166710,118428801,414397431,1,1
5441,1273248387,384928983,355297288,118472335,414549778,1,1
5442,1273716406,385070476,355427893,118515877,414702157,1,1
5443,1274184508,385211994,355558521,118559427,414854563,1,1
5444,1274652687,385353536,355689170,118602985,415006993,1,1
5445,1275120970,385495108,355819849,118646551,415159459,1,1
5446,1275589315,385636701,355950544,118690125,415311943,1,1
5447,1276057773,385778325,356081272,118733707,415464466,1,1
5448,1276526308,385919974,356212021,118777297,415617013,1,1
5449,1276994923,386061647,356342792,118820895,415769586,1,1
5450,1277463627,386203347,356473588,118864501,415922188,1,1
5451,1277932417,386345073,356604408,118908115,416074818,1,1
5452,1278401293,386486825,356735252,118951737,416227476,1,1
5453,1278870252,386628603,356866119,118995367,416380161,1,1
5454,1279339297,386770406,356997010,119039005,416532873,1,1
5455,1279808434,386912237,357127927,119082651,416685617,1,1
5456,1280277648,387054091,357258865,119126305,416838384,1,1
5457,1280746960,387195975,357389831,119169967,416991185,1,1
5458,1281216358,387337884,357520821,119213637,417144013,1,1
5459,1281685839,387479819,357651834,119257315,417296869,1,1
5460,1282155394,387621777,357782867,119301001,417449747,1,1
5461,1282625041,387763762,357913926,119344695,417602655,1,1
5462,1283094780,387905775,358045011,119388397,417755595,1,1
5463,1283564599,388047812,358176118,119432107,417908559,1,1
5464,1284034489,388189872,358307244,119475825,418061545,1,1
5465,1284504501,388331966,358438406,119519551,418214575,1,1
5466,1284974590,388474084,358569589,119563285,418367629,1,1
5467,1285444756,388616226,358700793,119607027,418520707,1,1
5468,1285915002,388758393,358832019,119650777,418673811,1,1
5469,1286385355,388900590,358963276,119694535,418826951,1,1
5470,1286855761,389042806,359094546,119738301,418980105,1,1
5471,1287326283,389185055,359225850,119782075,419133301,1,1
5472,1287796873,389327325,359357172,119825857,419286516,1,1
5473,1288267543,389469621,359488516,119869647,419439757,1,1
5474,1288738326,389611948,359619893,119913445,419593037,1,1
5475,1289209174,389754297,359751287,119957251,419746337,1,1
5476,1289680114,389896673,359882707,120001065,419899667,1,1
5477,1290151140,390039075,360014151,120044887,420053025,1,1
5478,1290622258,390181504,360145621,120088717,420206413,1,1
5479,1291093453,390323957,360277112,120132555,420359826,1,1
5480,1291564740,390466438,360408629,120176401,420513269,1,1
5481,1292036113,390608945,360540170,120220255,420666741,1,1
5482,1292507566,390751476,360671733,120264117,420820237,1,1
5483,1292979096,390894031,360803317,120307987,420973758,1,1
5484,1293450739,391036619,360934934,120351865,421127319,1,1
5485,1293922453,391179229,361066570,120395751,421280901,1,1
5486,1294394250,391321864,361198229,120439645,421434509,1,1
5487,1294866139,391464527,361329914,120483547,421588149,1,1
5488,1295338114,391607215,361461623,120527457,421741816,1,1
5489,1295810169,391749929,361593354,120571375,421895509,1,1
5490,1296282313,391892669,361725110,120615301,422049231,1,1
5491,1296754540,392035434,361856889,120659235,422202979,1,1
5492,1297226853,392178225,361988692,120703177,422356756,1,1
5493,1297699249,392321042,362120518,120747127,422510559,1,1
5494,1298171749,392463889,362252374,120791085,422664399,1,1
5495,1298644320,392606758,362384249,120835051,422818259,1,1
5496,1299116983,392749655,362516150,120879025,422972151,1,1
5497,1299589726,392892576,362648073,120923007,423126067,1,1
5498,1300062555,393035523,362780020,120966997,423280012,1,1
5499,1300535470,393178497,362911991,121010995,423433985,1,1
5500,1301008480,393321498,363043989,121055001,423587989,1,1
5501,1301481576,393464525,363176011,121099015,423742022,1,1
5502,1301954749,393607577,363308054,121143037,423896079,1,1
5503,1302428005,393750653,363440120,121187067,424050162,1,1
5504,1302901347,393893756,363572210,121231105,424204273,1,1
5505,1303374790,394036888,363704329,121275151,424358419,1,1
5506,1303848304,394180043,363836467,121319205,424512587,1,1
5507,1304321913,394323225,363968632,121363267,424666786,1,1
5508,1304795611,394466435,364100822,121407337,424821015,1,1
5509,1305269383,394609667,364233032,121451415,424975266,1,1
5510,1305743256,394752929,364365271,121495501,425129552,1,1
5511,1306217200,394896214,364497529,121539595,425283859,1,1
5512,1306691239,395039527,364629814,121583697,425438199,1,1
5513,1307165337,395182859,364762114,121627807,425592554,1,1
5514,1307639560,395326227,364894451,121671925,425746955,1,1
5515,1308113854,395469617,365026807,121716051,425901377,1,1
5516,1308588231,395613032,365159186,121760185,426055825,1,1
5517,1309062709,395756477,365291594,121804327,426210309,1,1
5518,1309537255,395899943,365424020,121848477,426364812,1,1
5519,1310011890,396043437,365556471,121892635,426519345,1,1
5520,1310486614,396186957,365688947,121936801,426673907,1,1
5521,1310961430,396330504,365821449,121980975,426828499,1,1
5522,1311436314,396474073,365953969,122025157,426983112,1,1
5523,1311911299,396617672,366086518,122069347,427137759,1,1
5524,1312386370,396761297,366219091,122113545,427292435,1,1
5525,1312861527,396904947,366351688,122157751,427447138,1,1
5526,1313336773,397048625,366484310,122201965,427601871,1,1
5527,1313812081,397192323,366616948,122246187,427756621,1,1
5528,1314287508,397336054,366749621,122290417,427911413,1,1
5529,1314763006,397479808,366882313,122334655,428066227,1,1
5530,1315238593,397623589,367015030,122378901,428221071,1,1
5531,1315714245,397767391,367147764,122423155,428375933,1,1
5532,1316190019,397911227,367280534,122467417,428530839,1,1
5533,1316665852,398055083,367413319,122511687,428685761,1,1
5534,1317141777,398198966,367546130,122555965,428840713,1,1
5535,1317617800,398342878,367678969,122600251,428995699,1,1
5536,1318093897,398486813,367811828,122644545,429150708,1,1
5537,1318570077,398630774,367944710,122688847,429305743,1,1
5538,1319046352,398774763,368077619,122733157,429460811,1,1
5539,1319522710,398918777,368210551,122777475,429615905,1,1
5540,1319999166,399062819,368343511,122821801,429771032,1,1
5541,1320475678,399206881,368476485,122866135,429926174,1,1
5542,1320952300,399350975,368609491,122910477,430081355,1,1
5543,1321429005,399495093,368742520,122954827,430236562,1,1
5544,1321905808,399639241,368875577,122999185,430391803,1,1
5545,1322382655,399783405,369008644,123043551,430547053,1,1
5546,1322859618,399927601,369141745,123087925,430702344,1,1
5547,1323336670,400071825,369274871,123132307,430857665,1,1
5548,1323813811,400216075,369408022,123176697,431013015,1,1
5549,1324291026,400360348,369541193,123221095,431168387,1,1
5550,1324768315,400504645,369674384,123265501,431323783,1,1
5551,1325245717,400648973,369807608,123309915,431479218,1,1
5552,1325723190,400793325,369940851,123354337,431634675,1,1
5553,1326200752,400937703,370074119,123398767,431790161,1,1
5554,1326678400,401082107,370207411,123443205,431945675,1,1
5555,1327156134,401226537,370340727,123487651,432101217,1,1
5556,1327633963,401370995,370474070,123532105,432256791,1,1
5557,1328111866,401515476,370607433,123576567,432412387,1,1
5558,1328589858,401659984,370740821,123621037,432568013,1,1
5559,1329067933,401804517,370874232,123665515,432723666,1,1
5560,1329546091,401949076,371007666,123710001,432879345,1,1
5561,1330024341,402093662,371141126,123754495,433035055,1,1
5562,1330502674,402238273,371274609,123798997,433190792,1,1
5563,1330981090,402382910,371408115,123843507,433346555,1,1
5564,1331459610,402527577,371541651,123888025,433502355,1,1
5565,1331938207,402672267,371675208,123932551,433658178,1,1
5566,1332416884,402816983,371808787,123977085,433814027,1,1
5567,1332895656,402961726,371942393,124021627,433969907,1,1
5568,1333374499,403106492,372076018,124066177,434125809,1,1
5569,1333853452,403251289,372209675,124110735,434281750,1,1
5570,1334332467,403396107,372343348,124155301,434437708,1,1
5571,1334811574,403540953,372477047,124199875,434593697,1,1
5572,1335290779,403685827,372610774,124244457,434749719,1,1
5573,1335770043,403830721,372744516,124289047,434905757,1,1
5574,1336249420,403975647,372878291,124333645,435061835,1,1
5575,1336728874,404120597,373012087,124378251,435217937,1,1
5576,1337208408,404265571,373145905,124422865,435374064,1,1
5577,1337688040,404410575,373279751,124467487,435530225,1,1
5578,1338167755,404555603,373413620,124512117,435686412,1,1
5579,1338647559,404700659,373547514,124556755,435842629,1,1
5580,1339127431,404845736,373681426,124601401,435998865,1,1
5581,1339607419,404990846,373815372,124646055,436155143,1,1
5582,1340087454,405135973,373949329,124690717,436311432,1,1
5583,1340567593,405281131,374083316,124735387,436467757,1,1
5584,1341047824,405426315,374217329,124780065,436624112,1,1
5585,1341528144,405571527,374351367,124824751,436780497,1,1
5586,1342008541,405716762,374485426,124869445,436936905,1,1
5587,1342489033,405862025,374619512,124914147,437093346,1,1
5588,1342969611,406007315,374753622,124958857,437249815,1,1
5589,1343450266,406152628,374887753,125003575,437406307,1,1
5590,1343931001,406297966,375021906,125048301,437562825,1,1
5591,1344411837,406443333,375156088,125093035,437719378,1,1
5592,1344892750,406588725,375290291,125137777,437875955,1,1
5593,1345373758,406734144,375424521,125182527,438032563,1,1
5594,1345854846,406879588,375558773,125227285,438189197,1,1
5595,1346336008,407025055,375693045,125272051,438345854,1,1
5596,1346817274,407170553,375827347,125316825,438502547,1,1
5597,1347298623,407316075,375961672,125361607,438659266,1,1
5598,1347780058,407461624,376096021,125406397,438816013,1,1
5599,1348261561,407607195,376230388,125451195,438972781,1,1
5600,1348743177,407752797,376364788,125496001,439129588,1,1
5601,1349224855,407898421,376499204,125540815,439286413,1,1
5602,1349706655,408044078,376633656,125585637,439443281,1,1
5603,1350188508,408189754,376768121,125630467,439600163,1,1
5604,1350670453,408335457,376902612,125675305,439757076,1,1
5605,1351152484,408481187,377037127,125720151,439914017,1,1
5606,1351634595,408626941,377171664,125765005,440070983,1,1
5607,1352116813,408772725,377306232,125809867,440227986,1,1
5608,1352599108,408918534,377440821,125854737,440385013,1,1
5609,1353081483,409064367,377575432,125899615,440542066,1,1
5610,1353563944,409210227,377710067,125944501,440699147,1,1
5611,1354046497,409356113,377844728,125989395,440856258,1,1
5612,1354529115,409502021,377979406,126034297,441013388,1,1
5613,1355011858,409647964,378114121,126079207,441170563,1,1
5614,1355494660,409793927,378248851,126124125,441327755,1,1
5615,1355977569,409939920,378383612,126169051,441484983,1,1
5616,1356460534,410085933,378518387,126213985,441642227,1,1
5617,1356943606,410231976,378653193,126258927,441799507,1,1
5618,1357426755,410378043,378788020,126303877,441956812,1,1
5619,1357909984,410524135,378922869,126348835,442114142,1,1
5620,1358393308,410670255,379057745,126393801,442271504,1,1
5621,1358876736,410816405,379192651,126438775,442428902,1,1
5622,1359360220,410962575,379327571,126483757,442586315,1,1
5623,1359843805,411108773,379462520,126528747,442743762,1,1
5624,1360327473,411254997,379597492,126573745,442901236,1,1
5625,1360811224,411401247,379732487,126618751,443058737,1,1
5626,1361295067,411547523,379867508,126663765,443216268,1,1
5627,1361778996,411693826,380002553,126708787,443373827,1,1
5628,1362263005,411840153,380137620,126753817,443531412,1,1
5629,1362747100,411986507,380272711,126798855,443689025,1,1
5630,1363231281,412132886,380407826,126843901,443846665,1,1
5631,1363715554,412279293,380542967,126888955,444004337,1,1
5632,1364199907,412425724,380678130,126934017,444162033,1,1
5633,1364684355,412572183,380813320,126979087,444319762,1,1
5634,1365168880,412718667,380948531,127024165,444477515,1,1
5635,1365653500,412865178,381083769,127069251,444635299,1,1
5636,1366138197,413011713,381219028,127114345,444793108,1,1
5637,1366622995,413158278,381354316,127159447,444950951,1,1
5638,1367107858,413304864,381489621,127204557,445108813,1,1
5639,1367592822,413451479,381624955,127249675,445266710,1,1
5640,1368077860,413598118,381760309,127294801,445424629,1,1
5641,1368562987,413744783,381895688,127339935,445582578,1,1
5642,1369048197,413891474,382031090,127385077,445740553,1,1
5643,1369533508,414038194,382166521,127430227,445898563,1,1
5644,1370018896,414184938,382301973,127475385,446056597,1,1
5645,1370504370,414331708,382437449,127520551,446214659,1,1
5646,1370989927,414478503,382572948,127565725,446372748,1,1
