Number of digits (n),Total Primitive Operations,Assignments,Comparisons,Additions,Subtractions,Multiplications,Divisions,Modulos,MethodCalls,Returns
8885,149626569,52924415,21487467,9949485,3979794,11939383,17507671,5969691,15919177,9949486
8886,149671037,52939829,21493624,9952585,3981034,11943103,17512588,5971551,15924137,9952586
8887,149687053,52944636,21495300,9954040,3981616,11944849,17513682,5972424,15926465,9954041
8888,149757597,52969623,21505456,9958715,3983486,11950459,17521968,5975229,15933945,9958716
8889,149664493,52938669,21493524,9951625,3980650,11941951,17512872,5970975,15922601,9951626
8890,149850853,53001621,21518130,9965365,3986146,11958439,17531982,5979219,15944585,9965366
8891,149875417,53012583,21523311,9965965,3986386,11959159,17536923,5979579,15945545,9965966
8892,149887445,53015726,21524230,9967270,3986908,11960725,17537320,5980362,15947633,9967271
8893,149940301,53033332,21531028,9971280,3988512,11965537,17542514,5982768,15954049,9971281
8894,149876925,53013249,21523624,9966005,3986402,11959207,17537220,5979603,15945609,9966006
8895,150044393,53071606,21547035,9977540,3991016,11973049,17556017,5986524,15964065,9977541
8896,149961353,53042901,21535595,9971715,3988686,11966059,17546907,5983029,15954745,9971716
8897,150064965,53080858,21551426,9978010,3991204,11973613,17560220,5986806,15964817,9978011
8898,150123441,53098326,21557485,9983360,3993344,11980033,17564139,5990016,15973377,9983361
8899,150062341,53079425,21550682,9978065,3991226,11973679,17559454,5986839,15964905,9978066
8900,149913693,53026804,21529304,9968200,3987280,11961841,17542022,5980920,15949121,9968201
8901,150104141,53093010,21555812,9981390,3992556,11977669,17563254,5988834,15970225,9981391
8902,150132389,53102910,21559802,9983310,3993324,11979973,17566476,5989986,15973297,9983311
8903,150139449,53106880,21561887,9983110,3993244,11979733,17568641,5989866,15972977,9983111
8904,150157701,53113289,21564474,9984345,3993738,11981215,17570734,5990607,15974953,9984346
8905,150218001,53133836,21572565,9988710,3995484,11986453,17577079,5993226,15981937,9988711
8906,150362313,53183530,21592307,9998920,3999568,11998705,17592737,5999352,15998273,9998921
8907,150348853,53179385,21590822,9997745,3999098,11997295,17591722,5998647,15996393,9997746
8908,150271873,53152401,21579945,9992515,3997006,11991019,17582937,5995509,15988025,9992516
8909,150267977,53151971,21580075,9991825,3996730,11990191,17583343,5995095,15986921,9991826
8910,150292133,53159803,21583026,9993755,3997502,11992507,17585522,5996253,15990009,9993756
8911,150269009,53153785,21581277,9991235,3996494,11989483,17584781,5994741,15985977,9991236
8912,150402845,53197691,21598000,10001695,4000678,12002035,17597320,6001017,16002713,10001696
8913,150442241,53213880,21605297,10003290,4001316,12003949,17603979,6001974,16005265,10003291
8914,150347657,53180888,21592051,9996790,3998716,11996149,17593333,5998074,15994865,9996791
8915,150421229,53208500,21603772,10000960,4000384,12001153,17603386,6000576,16001537,10000961
8916,150630233,53277912,21630503,10016910,4006764,12020293,17623737,6010146,16027057,10016911
8917,150447533,53216823,21606836,10003155,4001262,12003787,17605572,6001893,16005049,10003156
8918,150605797,53271337,21628498,10014345,4005738,12017215,17622758,6008607,16022953,10014346
8919,150621861,53277202,21630938,10015330,4006132,12018397,17624804,6009198,16024529,10015331
8920,150497993,53233649,21613339,10006975,4002790,12008371,17610547,6004185,16011161,10006976
8921,150526705,53244914,21618269,10008380,4003352,12010057,17614915,6005028,16013409,10008381
8922,150619621,53276214,21630474,10015270,4006108,12018325,17624364,6009162,16024433,10015271
8923,150639073,53284257,21634113,10016035,4006414,12019243,17627697,6009621,16025657,10016036
8924,150666381,53294633,21638556,10017525,4007010,12021031,17631544,6010515,16028041,10017526
8925,150708137,53307096,21642875,10021350,4008540,12025621,17634333,6012810,16034161,10021351
8926,150696601,53304078,21641991,10020100,4008040,12024121,17633949,6012060,16032161,10020101
8927,150834633,53352029,21661179,10029675,4011870,12035611,17649307,6017805,16047481,10029676
8928,150780045,53333436,21653860,10025720,4010288,12030865,17643570,6015432,16041153,10025721
8929,150884325,53369417,21668178,10033065,4013226,12039679,17654950,6019839,16052905,10033066
8930,150827477,53350827,21661118,10028595,4011438,12034315,17649678,6017157,16045753,10028596
8931,150849221,53358542,21664258,10030030,4012012,12036037,17652244,6018018,16048049,10030031
8932,150932169,53387487,21675883,10035725,4014290,12042871,17661591,6021435,16057161,10035726
8933,150896081,53374041,21670205,10033635,4013454,12040363,17656749,6020181,16053817,10033636
8934,150988721,53407876,21684285,10039310,4015724,12047173,17668559,6023586,16062897,10039311
8935,151091909,53442068,21697426,10047220,4018888,12056665,17678536,6028332,16075553,10047221
8936,151028513,53422151,21690145,10041865,4016746,12050239,17673397,6025119,16066985,10041866
8937,151096857,53444454,21698599,10047260,4018904,12056713,17679693,6028356,16075617,10047261
8938,150953013,53395170,21679102,10036970,4014788,12044365,17664312,6022182,16059153,10036971
8939,151054381,53432368,21694636,10043100,4017240,12051721,17677394,6025860,16068961,10043101
8940,151070857,53437031,21696155,10044725,4017890,12053671,17678263,6026835,16071561,10044726
8941,151134173,53459086,21705000,10049090,4019636,12058909,17685362,6029454,16078545,10049091
8942,151171209,53473259,21711099,10051065,4020426,12061279,17690671,6030639,16081705,10051066
8943,151278701,53511055,21726372,10058315,4023326,12069979,17703044,6034989,16093305,10058316
8944,151171161,53473862,21711543,10050780,4020312,12060937,17691229,6030468,16081249,10050781
8945,151321141,53524795,21731542,10061715,4024686,12074059,17706854,6037029,16098745,10061716
8946,151347677,53534345,21735472,10063405,4025362,12076087,17710108,6038043,16101449,10063406
8947,151302457,53518555,21729127,10060305,4024122,12072367,17705003,6036183,16096489,10060306
8948,151297673,53517076,21728595,10059890,4023956,12071869,17704637,6035934,16095825,10059891
8949,151323861,53526276,21732310,10061660,4024664,12073993,17707644,6036996,16098657,10061661
8950,151322153,53527666,21733515,10060640,4024256,12072769,17709257,6036384,16097025,10060641
8951,151475161,53581488,21755271,10070950,4028380,12085141,17726889,6042570,16113521,10070951
8952,151527337,53598204,21761499,10075210,4030084,12090253,17731413,6045126,16120337,10075211
8953,151459325,53574604,21752064,10070480,4028192,12084577,17723870,6042288,16112769,10070481
8954,151543597,53603353,21763396,10076565,4030626,12091879,17732768,6045939,16122505,10076566
8955,151395937,53553239,21743729,10065785,4026314,12078943,17717413,6039471,16105257,10065786
8956,151634225,53636545,21777237,10082075,4032830,12098491,17744405,6049245,16131321,10082076
8957,151595277,53623319,21772044,10079235,4031694,12095083,17740348,6047541,16126777,10079236
8958,151614373,53630898,21775386,10080130,4032052,12096157,17743332,6048078,16128209,10080131
8959,151692461,53656434,21785084,10086270,4034508,12103525,17750574,6051762,16138033,10086271
8960,151687605,53654952,21784558,10085840,4034336,12103009,17750220,6051504,16137345,10085841
8961,151670605,53649092,21782228,10084640,4033856,12101569,17748370,6050784,16135425,10084641
8962,151799545,53695423,21801271,10092885,4037154,12111463,17764115,6055731,16148617,10092886
8963,151774285,53686027,21797308,10091415,4036566,12109699,17760740,6054849,16146265,10091416
8964,151852133,53714039,21808834,10096375,4038550,12115651,17770282,6057825,16154201,10096376
8965,151913397,53733341,21815910,10101525,4040610,12121831,17775298,6060915,16162441,10101526
8966,151872653,53720031,21810860,10098315,4039326,12117979,17771532,6058989,16157305,10098316
8967,151704829,53663289,21788664,10085965,4034386,12103159,17754276,6051579,16137545,10085966
8968,151883289,53724568,21812951,10098670,4039468,12118405,17773481,6059202,16157873,10098671
8969,151835581,53708656,21806800,10095060,4038024,12114073,17768774,6057036,16152097,10095061
8970,151807001,53698095,21802367,10093365,4037346,12112039,17765019,6056019,16149385,10093366
8971,152119057,53805195,21844797,10115605,4046242,12138727,17798553,6069363,16184969,10115606
8972,151979529,53758663,21826811,10105045,4042018,12126055,17784791,6063027,16168073,10105046
8973,151910105,53736139,21818319,10099505,4039802,12119407,17778515,6059703,16159209,10099506
8974,152096181,53799268,21843086,10113100,4045240,12135721,17797844,6067860,16180961,10113101
8975,152007621,53768815,21831002,10106815,4042726,12128179,17788274,6064089,16170905,10106816
8976,152068261,53790907,21840178,10110555,4044222,12132667,17795954,6066333,16176889,10110556
8977,152097801,53800100,21843507,10113090,4045236,12135709,17798269,6067854,16180945,10113091
8978,152038337,53781203,21836521,10108165,4043266,12129799,17793253,6064899,16173065,10108166
8979,152258013,53857722,21867208,10123310,4049324,12147973,17817882,6073986,16197297,10123311
8980,152203785,53837901,21858955,10119995,4047998,12143995,17810955,6071997,16191993,10119996
8981,152317949,53876855,21874312,10128235,4051294,12153883,17823016,6076941,16205177,10128236
8982,152135877,53816157,21850858,10114445,4045778,12137335,17805078,6068667,16183113,10114446
8983,152235629,53850622,21864588,10121450,4048580,12145741,17816006,6072870,16194321,10121451
8984,152307301,53874919,21874114,10126695,4050678,12152035,17823434,6076017,16202713,10126696
8985,152306425,53875768,21874831,10126110,4050444,12151333,17824385,6075666,16201777,10126111
8986,152314777,53877843,21875391,10127065,4050826,12152479,17824563,6076239,16203305,10127066
8987,152387709,53904090,21886192,10131710,4052684,12158053,17833506,6079026,16210737,10131711
8988,152389161,53904255,21886147,10131965,4052786,12158359,17833359,6079179,16211145,10131966
8989,152411377,53912734,21889789,10133160,4053264,12159793,17836523,6079896,16213057,10133161
8990,152267825,53864157,21870773,10122615,4049046,12147139,17821725,6073569,16196185,10122616
8991,152464601,53931591,21897455,10136685,4054674,12164023,17842779,6082011,16218697,10136686
8992,152529017,53952634,21905439,10141760,4056704,12170113,17848733,6085056,16226817,10141761
8993,152505565,53945594,21902984,10139630,4055852,12167557,17847130,6083778,16223409,10139631
8994,152436277,53922368,21893966,10134440,4053776,12161329,17840188,6080664,16215105,10134441
8995,152680005,54004797,21926218,10152365,4060946,12182839,17865270,6091419,16243785,10152366
8996,152636245,53991706,21921670,10148370,4059348,12178045,17862320,6089022,16237393,10148371
8997,152595689,53977874,21916219,10145440,4058176,12174529,17858041,6087264,16232705,10145441
8998,152633557,53991594,21921894,10147810,4059124,12177373,17862768,6088686,16236497,10147811
8999,152599169,53977975,21915897,10146185,4058474,12175423,17857421,6087711,16233897,10146186
9000,152664213,54001026,21925270,10150490,4060196,12180589,17865072,6090294,16240785,10150491
9001,152783497,54043915,21942907,10158105,4063242,12189727,17879663,6094863,16252969,10158106
9002,152774537,54042735,21943067,10156605,4062642,12187927,17880423,6093963,16250569,10156606
9003,152661265,54000960,21925557,10149850,4059940,12179821,17865615,6089910,16239761,10149851
9004,152786549,54045485,21943702,10158085,4063234,12189703,17880466,6094851,16252937,10158086
9005,152807701,54052541,21946430,10159685,4063874,12191623,17882554,6095811,16255497,10159686
9006,152842269,54065788,21952136,10161520,4064608,12193825,17887526,6096912,16258433,10161521
9007,152792981,54048536,21945190,10158160,4063264,12189793,17881924,6094896,16253057,10158161
9008,152874301,54077492,21957008,10163480,4065392,12196177,17891614,6098088,16261569,10163481
9009,152902093,54085833,21959916,10166005,4066402,12199207,17893512,6099603,16265609,10166006
9010,153012593,54125089,21975909,10173275,4069310,12207931,17906597,6103965,16277241,10173276
9011,152961653,54106736,21968350,10170040,4068016,12204049,17900332,6102024,16272065,10170041
9012,153029541,54130879,21978194,10174495,4069798,12209395,17908394,6104697,16279193,10174496
9013,153124673,54163606,21991185,10181240,4072496,12217489,17918687,6108744,16289985,10181241
9014,153114157,54161241,21990660,10179925,4071970,12215911,17918688,6107955,16287881,10179926
9015,153274509,54216392,22012548,10191300,4076520,12229561,17936026,6114780,16306081,10191301
9016,153108449,54158255,21989137,10179985,4071994,12215983,17917141,6107991,16287977,10179986
9017,153138749,54170479,21994584,10181315,4072526,12217579,17922056,6108789,16290105,10181316
9018,152986497,54120434,21975489,10169460,4067784,12203353,17907703,6101676,16271137,10169461
9019,153121157,54164257,21992058,10180145,4072058,12216175,17919998,6108087,16288233,10180146
9020,153198265,54192086,22003535,10185020,4074008,12222025,17929525,6111012,16296033,10185021
9021,153311253,54229440,22017862,10193720,4077488,12232465,17940372,6116232,16309953,10193721
9022,153247569,54209467,22010573,10188325,4075330,12225991,17935241,6112995,16301321,10188326
9023,153286785,54222739,22015769,10191205,4076482,12229447,17939285,6114723,16305929,10191206
9024,153334537,54240697,22023403,10193895,4077558,12232675,17945843,6116337,16310233,10193896
9025,153224065,54203149,22008649,10185855,4074342,12223027,17934305,6111513,16297369,10185856
9026,153335377,54239830,22022677,10194480,4077792,12233377,17944883,6116688,16311169,10194481
9027,153321845,54235792,22021278,10193240,4077296,12231889,17943980,6115944,16309185,10193241
9028,153560389,54320216,22055570,10209080,4083632,12250897,17971936,6125448,16334529,10209081
9029,153418581,54270718,22035686,10199350,4079740,12239221,17955944,6119610,16318961,10199351
9030,153379797,54256408,22029686,10197040,4078816,12236449,17950868,6118224,16315265,10197041
9031,153439517,54277996,22038600,10200800,4080320,12240961,17958278,6120480,16321281,10200801
9032,153412325,54269977,22035858,10198265,4079306,12237919,17956550,6118959,16317225,10198266
9033,153323185,54239135,22023557,10192025,4076810,12230431,17946745,6115215,16307241,10192026
9034,153606529,54336334,22062049,10212240,4084896,12254689,17977151,6127344,16339585,10212241
9035,153455757,54284928,22041796,10201340,4080536,12241609,17961258,6120804,16322145,10201341
9036,153536905,54312126,22052355,10207420,4082968,12248905,17969385,6124452,16331873,10207421
9037,153545333,54315394,22053774,10207850,4083140,12249421,17970632,6124710,16332561,10207851
9038,153672597,54359710,22071542,10216630,4086652,12259957,17984888,6129978,16346609,10216631
9039,153667713,54359391,22071865,10215665,4086266,12258799,17985597,6129399,16345065,10215666
9040,153634069,54346727,22066478,10213775,4085510,12256531,17980966,6128265,16342041,10213776
9041,153551465,54319230,22055867,10207500,4083000,12249001,17972865,6124500,16332001,10207501
9042,153826545,54414178,22093661,10226860,4090744,12272233,18002915,6136116,16362977,10226861
9043,153646337,54351937,22068873,10214195,4085678,12257035,17983193,6128517,16342713,10214196
9044,153684125,54365199,22074224,10216755,4086702,12260107,17987520,6130053,16346809,10216756
9045,153656241,54355217,22070133,10214955,4085982,12257947,17984149,6128973,16343929,10214956
9046,153788769,54401868,22089001,10223870,4089548,12268645,17999451,6134322,16358193,10223871
9047,153802533,54407100,22091242,10224620,4089848,12269545,18001392,6134772,16359393,10224621
